CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CONDOM;NEGOC_MERC;MERCADO;TP_PRAZO;PRAZO;PUBLICO_ALVO;REG_ANBIMA;CLASSE_ANBIMA;DISTRIB;POLIT_INVEST;APLIC_MAX_FUNDO_LIGADO;RESULT_CART_INCORP_PL;FUNDO_COTAS;FUNDO_ESPELHO;APLIC_MIN;ATUALIZ_DIARIA_COTA;PRAZO_ATUALIZ_COTA;COTA_EMISSAO;COTA_PL;QT_DIA_CONVERSAO_COTA;QT_DIA_PAGTO_COTA;QT_DIA_RESGATE_COTAS;QT_DIA_PAGTO_RESGATE;TP_DIA_PAGTO_RESGATE;TAXA_SAIDA_PAGTO_RESGATE;TAXA_ADM;TAXA_CUSTODIA_MAX;EXISTE_TAXA_PERFM;TAXA_PERFM;PARAM_TAXA_PERFM;PR_INDICE_REFER_TAXA_PERFM;VL_CUPOM;CALC_TAXA_PERFM;INF_TAXA_PERFM;EXISTE_TAXA_INGRESSO;TAXA_INGRESSO_REAL;TAXA_INGRESSO_PR;EXISTE_TAXA_SAIDA;TAXA_SAIDA_REAL;TAXA_SAIDA_PR;OPER_DERIV;FINALIDADE_OPER_DERIV;OPER_VL_SUPERIOR_PL;FATOR_OPER_VL_SUPERIOR_PL;CONTRAP_LIGADO;INVEST_EXTERIOR;APLIC_MAX_ATIVO_EXTERIOR;ATIVO_CRED_PRIV;APLIC_MAX_ATIVO_CRED_PRIV;PR_INSTITUICAO_FINANC_MIN;PR_INSTITUICAO_FINANC_MAX;PR_CIA_MIN;PR_CIA_MAX;PR_FI_MIN;PR_FI_MAX;PR_UNIAO_MIN;PR_UNIAO_MAX;PR_ADMIN_GESTOR_MIN;PR_ADMIN_GESTOR_MAX;PR_EMISSOR_OUTRO_MIN;PR_EMISSOR_OUTRO_MAX;PR_COTA_FI_MIN;PR_COTA_FI_MAX;PR_COTA_FIC_MIN;PR_COTA_FIC_MAX;PR_COTA_FI_QUALIF_MIN;PR_COTA_FI_QUALIF_MAX;PR_COTA_FIC_QUALIF_MIN;PR_COTA_FIC_QUALIF_MAX;PR_COTA_FI_PROF_MIN;PR_COTA_FI_PROF_MAX;PR_COTA_FIC_PROF_MIN;PR_COTA_FIC_PROF_MAX;PR_COTA_FII_MIN;PR_COTA_FII_MAX;PR_COTA_FIDC_MIN;PR_COTA_FIDC_MAX;PR_COTA_FICFIDC_MIN;PR_COTA_FICFIDC_MAX;PR_COTA_FIDC_NP_MIN;PR_COTA_FIDC_NP_MAX;PR_COTA_FICFIDC_NP_MIN;PR_COTA_FICFIDC_NP_MAX;PR_COTA_ETF_MIN;PR_COTA_ETF_MAX;PR_CRI_MIN;PR_CRI_MAX;PR_TITPUB_MIN;PR_TITPUB_MAX;PR_OURO_MIN;PR_OURO_MAX;PR_TIT_INSTITUICAO_FINANC_BACEN_MIN;PR_TIT_INSTITUICAO_FINANC_BACEN_MAX;PR_VLMOB_MIN;PR_VLMOB_MAX;PR_ACAO_MIN;PR_ACAO_MAX;PR_DEBENTURE_MIN;PR_DEBENTURE_MAX;PR_NP_MIN;PR_NP_MAX;PR_COMPROM_MIN;PR_COMPROM_MAX;PR_DERIV_MIN;PR_DERIV_MAX;PR_ATIVO_OUTRO_MIN;PR_ATIVO_OUTRO_MAX;PR_COTA_FMIEE_MIN;PR_COTA_FMIEE_MAX;PR_COTA_FIP_MIN;PR_COTA_FIP_MAX;PR_COTA_FICFIP_MIN;PR_COTA_FICFIP_MAX
17.070.286/0001-84;BRADESCO H FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO GLOBAL FIX INVESTIMENTO NO EXTERIOR;2015-12-22;ABERTO;N;;INDETERMINADO;;INVESTIDORES QUALIFICADOS;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;N;;250000.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);1;11;0;11;DIAS CORRIDOS;N;20.000000;413.000000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;S;100.00;S;100.000000000000;0.00;20.00;0.00;10.00;0.00;10.00;0.00;200.00;0.00;20.00;0.00;5.00;0.00;33.00;0.00;33.00;0.00;33.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.00;0.00;0.00;0.00;33.00;0.00;33.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.073.051/0001-46;FUNDO DE INVESTIMENTO MOÇAMBIQUE MULTIMERCADO;2015-12-23;ABERTO;N;;INDETERMINADO;;PREVIDENCIÁRIO;S;MULTIMERCADO - ESTRATÉGIA - JUROS E MOEDAS;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E REFERENCIADA;0.00;S;N;;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;0;0;0;DIAS CORRIDOS;N;0.000000;0.000000;N;;;;;;;N;;;N;;;S;ARBITRAGEM;N;;N;N;;N;;0.00;30.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;15.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;10.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.073.051/0001-46;FUNDO DE INVESTIMENTO MOÇAMBIQUE MULTIMERCADO;2015-12-24;ABERTO;N;;INDETERMINADO;;PREVIDENCIÁRIO;S;MULTIMERCADO - ESTRATÉGIA - JUROS E MOEDAS;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E REFERENCIADA;0.00;S;N;;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;0;0;0;DIAS CORRIDOS;N;0.000000;0.000000;N;;;;;;;N;;;N;;;S;ARBITRAGEM;N;;N;N;;N;;0.00;30.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;15.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;10.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.073.349/0001-56;FUNDO DE INVESTIMENTO SUL AMÉRICA PORTO BELO MULTIMERCADO;2015-12-30;ABERTO;N;;INDETERMINADO;;PREVIDENCIÁRIO;S;MULTIMERCADO - ESTRATÉGIA - JUROS E MOEDAS;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E REFERENCIADA;0.00;S;N;;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;0;0;0;DIAS CORRIDOS;N;0.000000;0.060000;N;;;;;;;N;;;N;;;S;ARBITRAGEM;N;;N;N;;N;;0.00;30.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;15.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;10.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.093.074/0001-12;BB PRIVATE 46 MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO;2015-12-10;FECHADO;N;;DETERMINADO;O FUNDO é constituído sob a forma de condomínio fechado e apresenta prazo de duração de 2923 dias com início em 14/12/2012 e término em 14/12/2020 podendo este prazo ser prorrogado por deliberação em;INVESTIDORES PROFISSIONAIS;S;MULTIMERCADO - ALOCAÇÃO - DINÂMICOS;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;1000000000.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;0;0;0;DIAS ÚTEIS;N;2.300000;0.000000;N;;;;;;;N;;;N;;;S;ESPECULAÇÃO;S;0.65;S;N;;S;100.000000000000;0.00;5.00;0.00;0.00;95.00;100.00;0.00;5.00;0.00;5.00;0.00;0.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.116.228/0001-44;BRASILPREV RENDA TOTAL CICLO DE VIDA III 2040 FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO;2015-12-21;ABERTO;N;;INDETERMINADO;;INVESTIDORES PROFISSIONAIS;N;;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;0;0;3;DIAS ÚTEIS;N;3.000000;0.000000;N;;;;;;;N;;;N;;;N;;N;;N;N;;S;50.000000000000;0.00;5.00;0.00;0.00;95.00;100.00;0.00;5.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.137.576/0001-06;QUEBEC FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2015-12-16;FECHADO;S;;DETERMINADO;20 ANOS;PÚBLICO EM GERAL;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;N;;1000000.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;DIA ANTERIOR, ATUALIZADO POR 1 DIA (COTA DE ABERTURA);0;1;0;0;DIAS ÚTEIS;N;0.960000;0.060000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;S;100.00;S;100.000000000000;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00
17.155.133/0001-30;CAPITÂNIA FLEX CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2015-12-28;ABERTO;N;;INDETERMINADO;;INVESTIDORES PROFISSIONAIS;S;MULTIMERCADO - ESTRATÉGIA - LIVRE;REDE DE AGÊNCIAS DE INSTITUIÇÃO FINANCEIRA CONVENIADA/CONTRATADA;PASSIVA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);269;1;0;270;DIAS ÚTEIS;N;1.050000;0.100000;S;25.000000000000;CDI;100.000000000000;0.000000000000;PASSIVO;;N;;;N;;;S;ESPECULAÇÃO;S;0.00;S;S;20.00;S;100.000000000000;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00
17.170.926/0001-28;BRADESCO H FUNDO DE INVESTIMENTO EM AÇÕES GLOBAL EMERGING MARKETS EQUITY INVESTIMENTO NO EXTERIOR;2015-12-17;ABERTO;N;;INDETERMINADO;;INVESTIDORES QUALIFICADOS;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;N;;1000000.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);1;11;0;11;DIAS ÚTEIS;N;20.000000;413.000000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;S;100.00;S;50.000000000000;0.00;20.00;0.00;10.00;0.00;10.00;0.00;100.00;0.00;20.00;0.00;5.00;0.00;33.00;0.00;33.00;0.00;33.00;0.00;33.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.00;0.00;0.00;0.00;33.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.170.926/0001-28;BRADESCO H FUNDO DE INVESTIMENTO EM AÇÕES GLOBAL EMERGING MARKETS EQUITY INVESTIMENTO NO EXTERIOR;2015-12-22;ABERTO;N;;INDETERMINADO;;INVESTIDORES QUALIFICADOS;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;N;;250000.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);1;11;0;11;DIAS CORRIDOS;N;20.000000;413.000000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;S;100.00;S;50.000000000000;0.00;20.00;0.00;10.00;0.00;10.00;0.00;100.00;0.00;20.00;0.00;5.00;0.00;33.00;0.00;33.00;0.00;33.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.00;0.00;0.00;0.00;33.00;0.00;33.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.188.325/0001-42;BRASILPREV RENDA TOTAL CICLO DE VIDA III 2030 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVEST MULT;2015-12-21;ABERTO;N;;INDETERMINADO;;INVESTIDORES PROFISSIONAIS;N;;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;3;0;3;DIAS ÚTEIS;N;3.000000;0.000000;N;;;;;;;N;;;N;;;N;;N;;N;N;;S;50.000000000000;0.00;5.00;0.00;0.00;95.00;100.00;0.00;5.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.188.337/0001-77;BRASILPREV RENDA TOTAL CICLO DE VIDA IV 2020 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST MULT;2015-12-21;ABERTO;N;;INDETERMINADO;;INVESTIDORES PROFISSIONAIS;N;;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;3;0;3;DIAS ÚTEIS;N;2.500000;0.000000;N;;;;;;;N;;;N;;;N;;N;;N;N;;S;50.000000000000;0.00;5.00;0.00;0.00;95.00;100.00;0.00;5.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.209.706/0001-60;BRASILPREV RENDA TOTAL CICLO DE VIDA IV 2030 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST MULT;2015-12-21;ABERTO;N;;INDETERMINADO;;INVESTIDORES PROFISSIONAIS;N;;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;3;0;3;DIAS ÚTEIS;N;2.500000;0.000000;N;;;;;;;N;;;N;;;N;;N;;N;N;;S;50.000000000000;0.00;5.00;0.00;0.00;95.00;100.00;0.00;5.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.209.709/0001-02;BRASILPREV RENDA TOTAL CICLO DE VIDA IV 2040 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST MULT;2015-12-21;ABERTO;N;;INDETERMINADO;;INVESTIDORES PROFISSIONAIS;N;;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;3;0;3;DIAS ÚTEIS;N;2.500000;0.000000;N;;;;;;;N;;;N;;;N;;N;;N;N;;S;50.000000000000;0.00;5.00;0.00;0.00;95.00;100.00;0.00;5.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.225.793/0001-40;BB ECO PLUS FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2015-11-24;ABERTO;N;;INDETERMINADO;;PREVIDENCIÁRIO;S;RENDA FIXA LIVRE DURAÇÃO - GRAU DE INVESTIMENTO;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;20.00;S;N;;1.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;0;0;0;DIAS ÚTEIS;N;0.050000;0.010000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;N;;S;100.000000000000;0.00;10.00;0.00;10.00;0.00;20.00;0.00;100.00;0.00;10.00;0.00;0.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;100.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.253.844/0001-47;RUARI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2015-12-04;FECHADO;N;;INDETERMINADO;;INVESTIDORES PROFISSIONAIS;S;MULTIMERCADO - ESTRATÉGIA - LIVRE;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;0.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;1;0;1;DIAS ÚTEIS;N;0.250000;0.075000;N;;;;;;;N;;;N;;;N;;N;;S;N;;N;;0.00;5.00;0.00;0.00;95.00;100.00;0.00;5.00;0.00;0.00;0.00;0.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;95.00;100.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;95.00;100.00;95.00;100.00;95.00;100.00
17.285.162/0001-16;HSBC FICFI MULTIMERCADO LONGO PRAZO DIVERSIFICAÇÃO ARROJADO;2015-12-02;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;MULTIMERCADO - ESTRATÉGIA - LIVRE;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;1000.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;0;0;1;DIAS ÚTEIS;N;2.100000;0.413000;N;;;;;;;N;;;N;;;S;HEDGE;N;;S;S;20.00;S;50.000000000000;0.00;5.00;0.00;0.00;0.00;100.00;0.00;5.00;0.00;5.00;0.00;0.00;95.00;100.00;0.00;0.00;0.00;20.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.285.232/0001-36;HSBC FICFI MULTIMERCADO LONGO PRAZO DIVERSIFICAÇÃO MODERADO;2015-12-15;ABERTO;N;;INDETERMINADO;;PÚBLICO EM GERAL;S;MULTIMERCADO - ESTRATÉGIA - LIVRE;REDE DE AGÊNCIAS PRÓPRIAS OU DE INSTITUIÇÃO FINANCEIRA LIGADA AO MESMO GRUPO;ATIVA E NÃO-REFERENCIADA;100.00;S;S;N;1000.00;S;;DIA DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);0;1;0;1;DIAS ÚTEIS;N;50.000000;1.500000;N;;;;;;;N;;;N;;;N;;N;;S;S;20.00;S;50.000000000000;0.00;5.00;0.00;0.00;0.00;100.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;20.00;0.00;20.00;0.00;20.00;0.00;5.00;0.00;5.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.302.010/0001-84;CLARITAS GLOBAL HIGH YIELD FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2015-10-23;ABERTO;N;;INDETERMINADO;;INVESTIDORES QUALIFICADOS;S;MULTIMERCADO - INVESTIMENTO NO EXTERIOR;REDE DE AGÊNCIAS DE INSTITUIÇÃO FINANCEIRA CONVENIADA/CONTRATADA;ATIVA E NÃO-REFERENCIADA;0.00;S;N;;0.00;S;;DIA SEGUINTE AO DA APLICAÇÃO;PRÓPRIO DIA (COTA DE FECHAMENTO);1;4;0;1;DIAS ÚTEIS;N;0.870000;0.030000;S;10.000000000000;CDI;120.000000000000;0.000000000000;PASSIVO;;N;;;N;;;S;ESPECULAÇÃO;N;;S;S;100.00;S;50.000000000000;0.00;20.00;0.00;0.00;0.00;10.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;10.00;0.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;0.00;0.00;0.00;10.00;0.00;100.00;0.00;0.00;0.00;50.00;0.00;50.00;0.00;0.00;0.00;50.00;0.00;50.00;0.00;50.00;0.00;1.00;0.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00
